Source_Dataset,Original_Degree,Original_CGPA,ML_Degree_Code,ML_Spec_Code,ML_CGPA_Norm,ML_YoG,ML_Cert_Count,job_role
Academic Performance (V2),MCE,2.0949690969956847,2,5,0.3682543904205387,2011.906221542177,0.103389721905865,IT Support
Academic Performance (V2),CHE,3.284963272679507,2,0,0.6361836129972136,2011.97144568071,-0.07954687938161864,QA Engineer
Academic Performance (V2),ICE,4.4114965936854365,1,2,0.9150982350507759,2009.8728259866327,0.024202752386943003,Data Analyst
Academic Performance (V2),MIS,3.7024204499899436,7,7,0.8724545018407956,2012.8872440563703,0.1731569062165998,Data Analyst
Academic Performance (V2),CHM,3.7857588706556307,5,9,0.8099593155855777,2011.0483201528116,0.253149868264409,Data Analyst
Academic Performance (V2),CIS,3.7552865239514817,1,1,0.7727370865640825,2013.1469449961953,0.03995207916757698,Data Analyst
Academic Performance (V2),MIS,3.8864491055977908,7,7,0.7703363024085466,2013.129755450756,-0.05931860910674794,Data Analyst
Academic Performance (V2),MAT,2.1363901635397466,5,9,0.3480997130472478,2013.057767219015,0.12722252254950298,IT Support
Academic Performance (V2),EEE,3.9887174174785844,2,4,0.8245363049445665,2012.9394096796254,0.14363972498508445,Data Analyst
Academic Performance (V2),CEN,3.942315829417801,1,1,0.8322340048860621,2010.1183107229488,-0.12389225735913906,Data Analyst
Academic Performance (V2),MCE,3.458188536916721,2,5,0.49140595572152357,2012.8825016682322,-0.11189249806974025,QA Engineer
Academic Performance (V2),BLD,4.127043224514514,2,6,0.5270758248456786,2013.034507450649,0.034435948252205945,Data Analyst
Academic Performance (V2),MAT,2.387585020402694,5,9,0.6422583017669299,2012.8559704073684,0.26035534473958694,IT Support
Academic Performance (V2),BCH,2.739256228332441,5,9,0.42356096108706676,2011.1084586972866,0.02726760101796051,IT Support
Academic Performance (V2),MCE,3.3756992874988025,2,5,0.7168510340052147,2013.9647572635733,-0.0883030659780986,QA Engineer
Academic Performance (V2),MIS,2.0456516309575052,7,7,0.37304406817578806,2012.2107886818098,-0.006361019073880633,IT Support
Academic Performance (V2),PET,3.2737299685629444,2,9,0.6990562210067313,2012.0389774889652,-0.06363024190881483,QA Engineer
Academic Performance (V2),CIS,4.124303838898319,1,1,0.8273689972233773,2014.0365447456973,-0.12152776707262808,Data Analyst
Academic Performance (V2),CVE,2.700995357283668,2,6,0.5280710798533262,2010.8868685261143,0.03069399712877656,IT Support
Academic Performance (V2),MCE,3.446948249406933,2,5,0.7248449904069201,2013.9878748214244,0.05453510266049175,QA Engineer
Academic Performance (V2),MCB,3.694912024862213,5,9,0.6172159950670829,2012.05228194794,-0.04981744441904294,Data Analyst
Academic Performance (V2),CVE,3.167565847452677,2,6,0.7024250178670277,2011.9544879323191,0.10790749630642604,QA Engineer
Academic Performance (V2),MIS,3.3804385207247836,7,7,0.5924515624422244,2013.9944788694665,0.02902058972664939,IT Support
Academic Performance (V2),ICE,3.717538659737831,1,2,0.601778733166392,2010.1748170349224,0.08098785477127007,Data Analyst
Academic Performance (V2),CEN,3.464401539737139,1,1,0.6880126988715758,2013.0981865294973,0.05052871632265985,Data Analyst
Academic Performance (V2),CIS,4.198622281884505,1,1,0.907205062419557,2010.8230841348402,0.052829780912846395,Data Analyst
Academic Performance (V2),MCE,2.3713920817157526,2,4,0.39907232845805407,2011.1624792028588,0.0932627353349176,IT Support
Academic Performance (V2),CIS,4.628808169518963,1,1,0.9015683358554913,2013.116636081781,0.1473319011541767,Data Analyst
Academic Performance (V2),MIS,4.134000377416393,7,7,0.8354032262442983,2011.9557253031342,0.1725232792711632,Data Analyst
Academic Performance (V2),CHE,4.205533372345738,2,0,0.7664361926729735,2013.8362147737996,-0.1438472119013268,Data Analyst
Academic Performance (V2),EEE,3.7136126867593915,2,4,0.7415273532007626,2012.1253785774857,0.09371689255869582,Data Analyst
Academic Performance (V2),PHYE,3.8494319426888235,5,9,0.8172728394994339,2013.118602852384,0.033873249778309994,Data Analyst
Academic Performance (V2),MAT,2.7974156804158294,2,9,0.5532433192269497,2012.978615476995,0.08446743404519476,Data Analyst
Academic Performance (V2),EEE,3.2039402415644624,2,4,0.6341793274243812,2013.8606555824128,-0.06967347637000569,QA Engineer
Academic Performance (V2),CIS,3.1673028518329422,1,1,0.8042517842036525,2012.0724411556612,0.04089929263338349,QA Engineer
Academic Performance (V2),CEN,2.8653480913298526,1,1,0.5997793912530005,2010.9551668786585,0.10217577043549629,QA Engineer
Academic Performance (V2),CIS,4.444928221194783,1,1,0.9284362287970024,2012.0000226830339,0.08842390010226187,Data Analyst
Academic Performance (V2),PET,3.085559064856786,2,6,0.6131588913729478,2013.825454459361,0.06992458391051652,IT Support
Academic Performance (V2),PET,3.4568080364474274,2,9,0.6998359903963103,2011.0678385693925,0.11967897214893788,QA Engineer
Academic Performance (V2),CHE,4.241592737589002,2,0,0.781390896772224,2010.9909462139788,0.10884786315733073,Data Analyst
Academic Performance (V2),PET,2.556746519270577,2,9,0.42712541335682513,2011.9551922660844,0.08670586909145914,IT Support
Academic Performance (V2),MAT,4.288344333416936,5,9,0.7433393881613792,2012.927049882733,-0.08414078110745338,Data Analyst
Academic Performance (V2),CHE,3.9685255767799776,2,0,0.7162832712536636,2012.0501451286582,0.11801770007804711,Data Analyst
Academic Performance (V2),CVE,3.485747085678325,2,4,0.7259657639841574,2013.9867872235145,-0.07877716417606745,QA Engineer
Academic Performance (V2),MCB,3.100402153013409,5,9,0.7829046080145744,2012.9718565727492,-0.11127252411105322,QA Engineer
Academic Performance (V2),CIS,3.9087488063476146,1,1,0.8600878546244711,2012.0309272710097,0.19485790469682743,Data Analyst
Academic Performance (V2),EEE,3.8786320587186536,2,4,0.8904373704320238,2013.7762270057146,-0.09124505922978263,Data Analyst
Academic Performance (V2),ICE,4.30216471220018,1,2,0.900790583947347,2011.827071759555,-0.27963047828040727,Data Analyst
Academic Performance (V2),MCB,3.256760782088566,5,9,0.5322554538669929,2010.9891438927016,-0.028643889701571973,QA Engineer
Academic Performance (V2),CVE,2.8782667167077722,2,6,0.5785187331159026,2014.0481446661065,0.1516832988081231,IT Support
Academic Performance (V2),CHM,3.6944044143900574,5,9,0.7870072449027278,2011.9417312170171,-0.12231285382821322,Data Analyst
Academic Performance (V2),EEE,3.286155412728688,2,4,0.6536517558710843,2013.8823025436498,-0.06330210109571012,QA Engineer
Academic Performance (V2),EEE,2.809271477981043,2,4,0.36164326915121325,2012.8549605470344,0.028086488524268195,IT Support
Academic Performance (V2),CIS,3.1860546646045735,1,1,0.585491286291593,2012.9014024095923,0.11115238690025364,QA Engineer
Academic Performance (V2),CEN,3.902719354440176,1,1,0.797975535577845,2011.9631643130137,0.04558462896450531,Data Analyst
Academic Performance (V2),CIS,3.669781048231613,1,1,0.5851786857312973,2010.0548646377865,-0.07675926618518471,Data Analyst
Academic Performance (V2),EEE,2.5861525813894333,2,4,0.4510258140520573,2012.9741943604033,0.13300955060100414,IT Support
Academic Performance (V2),EEE,3.9482432363881146,2,4,0.9118509057986235,2011.0055846942846,0.08580957301555281,Data Analyst
Academic Performance (V2),MCB,3.168535265077373,5,9,0.7962393611713197,2011.0658521189923,-0.06239347943618483,QA Engineer
Academic Performance (V2),CVE,2.1861697743691875,2,6,0.634878328433096,2014.0638857436497,-0.21054037143083304,IT Support
Academic Performance (V2),CVE,2.738077628994259,2,6,0.5494580756833414,2012.1798710909811,-0.20557910616539396,IT Support
Academic Performance (V2),ICE,4.118667496367317,1,2,1.0871042288471133,2009.9484477312265,-0.0433039405873255,Data Analyst
Academic Performance (V2),EEE,3.138994375217761,2,4,0.8620312402343827,2013.9212940151258,0.011803516312327034,QA Engineer
Academic Performance (V2),BCH,3.930865088092899,5,9,0.819241684655797,2012.8909578723383,-0.03540660431772949,Data Analyst
Academic Performance (V2),EEE,2.6536201539651985,2,4,0.4588335828769618,2012.8255801898779,0.13581313633338438,IT Support
Academic Performance (V2),CHE,3.0691347487882723,2,0,0.5122319602930049,2014.0076313752393,0.027163081900593196,QA Engineer
Academic Performance (V2),PHYR,3.838611455847375,2,4,0.7326218526284944,2012.0730927125676,0.06988326989447403,Data Analyst
Academic Performance (V2),CIS,2.971085125380732,1,1,0.750828230320911,2012.9302455290044,-0.16471484685976756,IT Support
Academic Performance (V2),ICE,3.8036882202535263,1,2,0.6714088684400099,2011.1301473888923,-0.1661585483193827,Data Analyst
Academic Performance (V2),MCB,3.930946354281475,5,9,1.016646321047633,2012.8770081598886,0.054824895741573856,Data Analyst
Academic Performance (V2),CHE,4.57864789928485,2,0,0.8000047320414498,2012.0030403979592,0.24559100278318335,Data Analyst
Academic Performance (V2),BCH,4.3445331194048995,5,9,0.8770931169780087,2012.7702486604626,0.047541986006443354,Data Analyst
Academic Performance (V2),CEN,3.9472416759098494,1,1,0.7850837069242672,2009.9260572461365,-0.09973656354872695,Data Analyst
Academic Performance (V2),BLD,3.4551869297762234,2,6,0.7747871361170328,2013.026472552011,0.028470343981261127,Data Analyst
Academic Performance (V2),CVE,2.785579843688405,2,6,0.6863228172879473,2013.875389287996,-0.04164634257625119,IT Support
Academic Performance (V2),MIS,3.2786912884280217,7,7,0.48964654436493615,2011.9863939269183,-0.16140835728560612,QA Engineer
Academic Performance (V2),MIS,2.381281620979258,7,7,0.42408683884778275,2012.895160952216,-0.1631110704854522,IT Support
Academic Performance (V2),EEE,4.456737084581039,2,4,1.02522014579765,2010.1121390293652,-0.0317174329242223,Data Analyst
Academic Performance (V2),CIS,4.66228652823715,1,1,0.9366608727819162,2013.9813174311653,-0.019364050734935086,Data Analyst
Academic Performance (V2),CEN,4.38488606152823,1,1,0.9165978636818851,2012.08481147116,-0.1686178882737588,Data Analyst
Academic Performance (V2),EEE,3.545971197541317,2,4,0.6020224518010293,2010.1012179088136,-0.030593753784336205,Data Analyst
Academic Performance (V2),CVE,3.5299936450147196,2,6,0.7143163105049168,2010.010381679568,0.06172467882729008,QA Engineer
Academic Performance (V2),MIS,2.825451942764465,7,7,0.5101266137249448,2013.9964422391522,0.015743060971566365,IT Support
Academic Performance (V2),PHYE,4.368615718145847,5,9,0.8363443228402561,2012.1916202536138,-0.03189272727415284,Data Analyst
Academic Performance (V2),EEE,3.941519617128854,2,4,0.8789079309937693,2011.956109746247,0.03575708184371957,Data Analyst
Academic Performance (V2),CIS,3.591729749599602,1,1,0.6880187569119227,2012.0205022932491,0.024407922234183383,Data Analyst
Academic Performance (V2),CIS,3.2887668848628486,1,1,0.8912728355425681,2011.8570208591934,-0.027882016588200238,Data Analyst
Academic Performance (V2),MIS,2.656889831615444,7,7,0.7071809160014428,2012.9743141222275,0.026389028437041523,IT Support
Academic Performance (V2),MIS,4.370773653261627,7,7,0.8712939852422776,2013.0311666657917,-0.04948140580615425,Data Analyst
Academic Performance (V2),CIS,3.6261473243107964,1,1,0.7239964780855697,2011.018900344154,-0.12814040606665905,Data Analyst
Academic Performance (V2),MIS,3.139089486047646,7,7,0.42381815165851855,2011.9013878628489,-0.214455640019503,IT Support
Academic Performance (V2),PET,3.142852251190933,2,9,0.49247343176561664,2013.8041644867158,0.17455346198054122,QA Engineer
Academic Performance (V2),MCE,4.045250286580782,2,5,0.7804615817832045,2013.241737863962,0.025201734945064443,Data Analyst
Academic Performance (V2),CHE,4.68848594618694,2,0,0.8147941970354855,2013.9804457572066,0.04399022095882688,IT Support
Academic Performance (V2),EEE,2.9440074875722058,2,4,0.5951831247429437,2010.8577879154618,-0.22645443739557802,IT Support
Academic Performance (V2),CIS,4.012960246697207,1,1,0.8279353005073563,2012.8975393068497,0.13884628851391198,Data Analyst
Academic Performance (V2),EEE,3.9885578847275998,2,4,0.6839373560982476,2014.090516135988,-0.08827732003030239,Data Analyst
Academic Performance (V2),EEE,3.144467357827877,2,4,0.6728746701159141,2011.8752972109382,0.12190252212490711,QA Engineer
Academic Performance (V2),PHYG,4.498298483282166,1,1,0.9578542552492171,2011.9420355348866,-0.061603573960687254,Data Analyst
Academic Performance (V2),CHE,3.816672116978574,2,0,0.8490175194654854,2011.9061230779162,0.11890919731677352,Data Analyst
Academic Performance (V2),MCE,3.2465102892381243,2,5,0.5809545292290158,2012.129261212935,0.1904021781104681,QA Engineer
Academic Performance (V2),EEE,4.364175313910804,2,4,0.9222359508237042,2012.1164018577401,-0.07405809356704336,Data Analyst
Academic Performance (V2),MIS,3.077151574777909,7,7,0.5388680152083617,2011.9517431379443,0.0013595301527817814,QA Engineer
Academic Performance (V2),ICE,3.2862085752292947,1,2,0.5284266976330044,2010.1478672526935,-0.10645729698514649,QA Engineer
Academic Performance (V2),EEE,4.408763918105075,2,4,0.9513531055151867,2009.9075194862114,-0.14481379445688058,Data Analyst
Academic Performance (V2),CEN,2.796812751524703,1,1,0.6009670395706,2010.0030479790294,-0.13373629975513712,IT Support
Academic Performance (V2),CEN,3.0911376738810783,1,1,0.5365718796163546,2011.0484971347698,0.16474703535930565,IT Support
Academic Performance (V2),PET,3.328861849354751,2,9,0.775508716874963,2013.9264544392008,0.055210855569397525,QA Engineer
Academic Performance (V2),ICE,4.3686364993551985,1,2,0.8132696648927638,2010.8364669186667,-0.1612336435454558,Data Analyst
Academic Performance (V2),MAT,2.867743135568346,5,9,0.5241716615049316,2012.0518956453411,0.05136511378388723,IT Support
Academic Performance (V2),CIS,4.925744656418246,1,1,0.894128839565845,2013.963878428699,0.11645667246693599,Data Analyst
Academic Performance (V2),CIS,3.1800158828476772,1,1,0.7864541904228503,2010.847803320551,-0.03068982947952938,QA Engineer
Academic Performance (V2),CEN,3.169574539725293,1,1,0.3413588143796178,2013.104357827625,-0.01808793288291934,QA Engineer
Academic Performance (V2),BLD,3.565545792220475,2,6,0.9387766249550424,2010.9945720771254,0.08844858429849006,Data Analyst
Academic Performance (V2),ICE,2.201792661260558,1,2,0.5195719185731218,2010.973926812471,-0.1944411721219269,IT Support
Academic Performance (V2),CVE,3.3952041668528934,2,6,0.7352839107088829,2011.990979507368,0.01288285635092819,QA Engineer
Academic Performance (V2),MIS,3.7751534108639992,7,7,0.7322652954773085,2012.0853863736359,-0.18378392727441395,Data Analyst
Academic Performance (V2),BCH,2.7062916865287887,5,9,0.6094347795654322,2012.0042626740974,0.12250280590667634,IT Support
Academic Performance (V2),EEE,3.7062828654448765,2,4,0.8345475351431808,2012.9624647855383,-0.06444719536368236,Data Analyst
Academic Performance (V2),MCE,3.47894828884009,2,5,0.8064669087756665,2013.1719587116359,-0.11150003919610983,Data Analyst
Academic Performance (V2),PHYR,2.8571391431953694,5,9,0.7425350334073167,2013.2163911887462,-0.02225770956490663,IT Support
Academic Performance (V2),EEE,3.834109356719439,2,4,0.701838147998075,2010.0742267478056,0.12138735865456851,Data Analyst
Academic Performance (V2),MIS,3.872507519830645,7,7,0.7546076445535792,2011.0812535660243,-0.015598660265452622,Data Analyst
Academic Performance (V2),EEE,4.111339087328553,2,4,0.9692711828721011,2013.2192492016243,0.013635726418856376,Data Analyst
Academic Performance (V2),MCE,3.394958684736614,2,5,0.7346830486940777,2013.0586726453912,0.10977103706761025,Data Analyst
Academic Performance (V2),MIS,3.774329752192392,7,7,0.9005314282740118,2013.0531618130829,0.25471649441402916,Data Analyst
Academic Performance (V2),MIS,2.309508928145424,7,7,0.5472771756378124,2009.9672396195228,-0.07406115621461916,IT Support
Academic Performance (V2),CEN,1.9346641404291252,1,1,0.40890891297598986,2011.0357999896517,0.010819105751247393,Data Analyst
Academic Performance (V2),CHM,4.160035485042081,5,9,0.7281036940579616,2012.0366823117697,0.01725903928425685,Data Analyst
Academic Performance (V2),CIS,3.3926657957840023,1,1,0.9084099940421191,2013.0653186985621,0.03415295221543131,QA Engineer
Academic Performance (V2),MAT,2.9831939898567765,5,9,0.5958452938590499,2011.9697474699096,-0.06797734085104153,IT Support
Academic Performance (V2),ICE,2.712347701165542,1,2,0.7222205457509643,2012.9495549865492,-0.17514305114878023,IT Support
Academic Performance (V2),MCE,3.3130986282048434,2,5,0.6674471649629848,2012.197317810018,0.17390293945953364,QA Engineer
Academic Performance (V2),CHE,4.480045418157199,2,0,0.705960647728543,2014.0737233624386,0.025986844030109688,Data Analyst
Academic Performance (V2),MCE,4.456191280158149,2,5,1.132777328671623,2012.9076572145175,-0.20771288649352254,IT Support
Academic Performance (V2),PHYR,3.8734801778255923,5,9,0.6815647732797284,2014.0315390117626,0.0004715731062716606,Data Analyst
Academic Performance (V2),CHE,3.0699031526056064,2,0,0.575695112208797,2014.0184922774656,-0.06508088476332057,IT Support
Academic Performance (V2),EEE,3.1680460054436566,2,4,0.6580964826541882,2013.950437186202,-0.0007886681286682773,QA Engineer
Academic Performance (V2),BCH,2.6788990821338525,5,9,0.6790890140144669,2012.0703275107355,0.0791927373308765,IT Support
Academic Performance (V2),MAT,3.1599231053770596,5,9,0.6273183840913926,2012.0566457852635,-0.07881905768061093,QA Engineer
Academic Performance (V2),PET,3.5791136681458413,2,9,0.6330558578045147,2012.9171410784566,0.13059839913276514,Data Analyst
Academic Performance (V2),MCE,3.840170693550345,2,5,0.8439651475701321,2013.035775570332,0.0470819374604715,Data Analyst
Academic Performance (V2),MCE,4.113172070406853,2,5,0.8327847909937683,2009.9980489893912,0.03350291113756076,Data Analyst
Academic Performance (V2),EEE,2.9345957916451946,2,4,0.8326593800421275,2013.936306326938,0.12084479901011723,IT Support
Academic Performance (V2),CHM,3.1273825297337927,5,9,0.7006892740779549,2012.0795834519636,0.055194244491665746,QA Engineer
Academic Performance (V2),CEN,3.7278960580237186,1,1,0.8575075795874735,2012.0168654150734,0.1476210798862368,Data Analyst
Academic Performance (V2),EEE,3.1711305505441834,2,4,0.604390997334751,2010.0480563337055,-0.11911528929524527,QA Engineer
Academic Performance (V2),MIS,1.6364504625482519,7,7,0.37204272355288315,2010.002252007772,-0.050780176057273245,IT Support
Academic Performance (V2),CEN,3.458508584509724,1,1,0.705747360465024,2009.925109469195,0.027901446710415608,Data Analyst
Academic Performance (V2),EEE,4.628078365187907,2,4,1.0786687262224097,2012.8857832470171,0.1646934284463807,Data Analyst
Academic Performance (V2),ICE,2.1227945971092197,1,2,0.3109498537579132,2013.0301849005614,0.12883512895652,IT Support
Academic Performance (V2),EEE,4.4590515631031336,2,4,0.9535387268557831,2010.0503765725307,-0.04179157351506631,Data Analyst
Academic Performance (V2),MCB,4.3954067860909,5,9,0.6963544313467263,2013.2430185437638,0.006649797087753967,Data Analyst
Academic Performance (V2),MCE,4.080435194926791,2,5,0.9242018394731544,2012.1710565837986,0.04194666949815162,Data Analyst
Academic Performance (V2),EEE,3.5210026703206285,2,4,0.8200254633390731,2013.0188042679779,0.03436057502748174,Data Analyst
Academic Performance (V2),PHYG,3.0570094341423655,5,9,0.6284032178490566,2011.806299823637,0.17811551775126855,IT Support
Academic Performance (V2),ICE,4.749996222912715,1,2,0.7932156931947769,2010.039998669702,-0.028379220321052348,Data Analyst
Academic Performance (V2),MIS,3.5419161047614756,7,7,0.867708127203754,2014.0491134178815,-0.1646742467812774,Data Analyst
Academic Performance (V2),EEE,3.676634632785032,2,4,0.6324633106818571,2012.93258368243,-0.07822471849319591,QA Engineer
Academic Performance (V2),PET,3.6619488035174226,2,9,0.7532765982018017,2012.9772513381579,0.1176834312399075,Data Analyst
Academic Performance (V2),EEE,4.25246314599238,2,4,0.8795576909654328,2010.0907355337156,-0.08568284797417648,Data Analyst
Academic Performance (V2),ICE,2.794128212012247,1,2,0.5174153539238879,2010.0608677280475,0.17726127692368132,IT Support
Academic Performance (V2),EEE,2.577940137648561,2,4,0.5692460489356632,2009.9483096660117,0.052652204376917214,IT Support
Academic Performance (V2),MIS,3.0397776313828206,7,7,0.6051584468512268,2012.9238975389499,0.02929069827216721,QA Engineer
Academic Performance (V2),EEE,4.783669927021683,2,4,0.9340830563981976,2010.836809495474,0.22621233483625916,Data Analyst
Academic Performance (V2),MCE,3.0776189190807193,2,5,0.5050904427449887,2011.9444218105766,-0.11018624527844195,QA Engineer
Academic Performance (V2),MIS,2.7907152478260415,7,7,0.5889854683666087,2013.1504213135167,0.10588296701883504,IT Support
Academic Performance (V2),EEE,3.2753402405864565,2,4,0.7348058986134377,2014.0040552456585,-0.09856840024119387,QA Engineer
Academic Performance (V2),EEE,4.60618120350321,2,4,1.0151713370981998,2010.0758212025494,0.09333989577701772,Data Analyst
Academic Performance (V2),EEE,4.3347454553638824,2,4,0.7463281674040102,2014.0862710702518,0.015895001732947615,Data Analyst
Academic Performance (V2),MCE,3.840890891929454,2,5,0.8987193846299442,2013.9000914103005,-0.04128192654679551,Data Analyst
Academic Performance (V2),CVE,3.803545185372581,2,6,0.8131588498665535,2014.1430220514046,0.02939691599333546,Data Analyst
Academic Performance (V2),EEE,4.345505870771593,2,4,0.9567053522355584,2013.1905905647282,-0.014246003049308151,Data Analyst
Academic Performance (V2),BLD,3.496638945293386,2,6,1.003150139125791,2010.9504706852701,-0.03628144618136249,Data Analyst
Academic Performance (V2),CIS,2.3996478346373116,1,1,0.440685600450833,2014.020582308158,0.08993539303899035,IT Support
Academic Performance (V2),CHM,3.58679955961645,5,9,0.6529020649551179,2011.9594935778293,0.06369022642479884,Data Analyst
Academic Performance (V2),MCE,4.639789783134851,2,5,1.0301240963366616,2013.0306400164507,-0.1133777770178819,Data Analyst
Academic Performance (V2),ICE,4.297205645018381,1,2,0.8941923231190855,2014.0901386248795,-0.21913477993430158,Data Analyst
Academic Performance (V2),CIS,3.5428461180408912,1,1,0.7540442449427052,2013.987930208823,-0.01566993007599934,QA Engineer
Academic Performance (V2),EEE,4.234851934414257,2,4,0.9949801579298618,2011.0740442671436,-0.011560594908295571,Data Analyst
Academic Performance (V2),EEE,3.379461226215921,2,4,0.7684353525405933,2012.0943479068142,-0.04672800888366644,QA Engineer
Academic Performance (V2),PET,3.8524685868929622,2,9,0.7583384936570412,2013.8396034859563,0.09832624845446016,Data Analyst
Academic Performance (V2),ICE,3.0282039298349543,1,2,0.5075684111796599,2012.0245307715988,-0.04841947630736476,IT Support
Academic Performance (V2),MIS,3.07002364486288,7,7,0.6997800757211838,2013.1018676967187,0.010985198479012743,QA Engineer
Academic Performance (V2),MCB,3.7953336629370393,5,9,0.7655876898095135,2011.9137838514082,0.01418878925580818,Data Analyst
Academic Performance (V2),MCE,3.384211238583652,2,5,0.496362521248423,2012.0051624258688,-0.05317044843607639,QA Engineer
Academic Performance (V2),CIS,3.4425975449044484,7,7,0.6031574866875224,2010.9488580255497,0.09474748465314971,QA Engineer
